clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,alternative_matches
stroke in people with abnormal heart rhythms,stroke in people with abnormal heart rhythms,UNKNOWN:STROKE I,UNKNOWN,,stroke in people with abnormal heart rhythms,0.0,Medical Concept,fallback,[]
stroke survivor,stroke survivor,UNKNOWN:STROKE S,UNKNOWN,,stroke survivor,0.0,Medical Concept,fallback,[]
strong magnets,strong magnets,UNKNOWN:STRONG M,UNKNOWN,,strong magnets,0.0,Medical Concept,fallback,[]
stunted development,stunted development,UNKNOWN:STUNTED ,UNKNOWN,,stunted development,0.0,Medical Concept,fallback,[]
stye,stye,C2961551,MTH,C2961551,Stye,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0494519"", ""name"": ""stye and chalazion"", ""source"": ""CHV"", ""score"": 0.8}, {""umls_id"": ""C3234090"", ""name"": ""Stye Ophthalmic Product"", ""source"": ""RXNORM"", ""score"": 0.8}, {""umls_id"": ""C0019917"", ""name"": ""Hordeolum"", ""source"": ""MTH"", ""score"": 0.5}]"
sublingual glands,sublingual glands,C0038553,MTH,C0038553,Sublingual Gland,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4248611"", ""name"": ""Set of sublingual glands"", ""source"": ""FMA"", ""score"": 0.8}, {""umls_id"": ""C4023919"", ""name"": ""Abnormality of the sublingual glands"", ""source"": ""HPO"", ""score"": 0.8}, {""umls_id"": ""C0346456"", ""name"": ""Neoplasm of uncertain behavior of sublingual gland"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
submandibular glands,submandibular glands,C0038556,MTH,C0038556,Submandibular gland,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4248612"", ""name"": ""Set of submandibular glands"", ""source"": ""FMA"", ""score"": 0.8}, {""umls_id"": ""C4023920"", ""name"": ""Abnormality of the submandibular glands"", ""source"": ""HPO"", ""score"": 0.8}, {""umls_id"": ""C2455754"", ""name"": ""Magnetic Resonance Imaging (MRI) of Bilateral Submandibular Glands"", ""source"": ""ICD10PCS"", ""score"": 0.8}]"
sudden loss of vision,sudden loss of vision,C3176241,LNC,C3176241,"Have you ever had any sudden loss of vision, or blurring, lasting 24 H or longer:Find:Pt:^Patient:Ord:PhenX",0.8,Medical Concept,umls_api,"[{""umls_id"": ""C3176242"", ""name"": ""Have you ever had any sudden loss of vision, or blurring, lasting 24 H or longer"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C4699178"", ""name"": ""Sudden onset of vision loss"", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C0155002"", ""name"": ""Sudden Visual Loss"", ""source"": ""MSH"", ""score"": 0.5}]"
suicide,suicide,C0038661,MTH,C0038661,Suicide,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0851163"", ""name"": ""Suicide/suicide attempt"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0038663"", ""name"": ""Suicide attempt"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0162665"", ""name"": ""Suicide, Assisted"", ""source"": ""MTH"", ""score"": 0.8}]"
sunstroke,sunstroke,C0038819,MTH,C0038819,Sunstroke,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0018844"", ""name"": ""Heat stroke and sunstroke"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C5140993"", ""name"": ""Heatstroke and sunstroke, sequela"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C5140998"", ""name"": ""Other heatstroke and sunstroke"", ""source"": ""ICD10CM"", ""score"": 0.8}]"
support stockings,support stockings,C0851239,MTH,C0851239,Therapy involving support stockings,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0453909"", ""name"": ""Support stockings - garment"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0038348"", ""name"": ""Compression Stockings"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0419076"", ""name"": ""Application of support hose"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
surgeon,surgeon,C0582175,MTH,C0582175,Surgeon,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C5444295"", ""name"": ""Surgeon:Pn:Pt:Provider:Nom"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0334890"", ""name"": ""Specialized surgeon"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0279538"", ""name"": ""Plastic Surgeon"", ""source"": ""MTH"", ""score"": 0.8}]"
surgery to remove it,surgery to remove it,UNKNOWN:SURGERY ,UNKNOWN,,surgery to remove it,0.0,Medical Concept,fallback,[]
surgically,surgically,C0332644,SNOMEDCT_US,C0332644,Tissue surgically removed,0.8,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C0332863"", ""name"": ""Surgically constructed organ"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0333058"", ""name"": ""Surgically eviscerated structure"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0524931"", ""name"": ""Surgically-Created Structures"", ""source"": ""MSH"", ""score"": 0.8}]"
survival,survival,C0220921,MTH,C0220921,survival aspects,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0038954"", ""name"": ""Survival Rate"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0007620"", ""name"": ""Cell Survival"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0038953"", ""name"": ""Survival Analysis"", ""source"": ""MSH"", ""score"": 0.8}]"
swelling,swelling,C0038999,MTH,C0038999,Swelling,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0152031"", ""name"": ""Joint swelling"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0240211"", ""name"": ""Lip swelling"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1282799"", ""name"": ""Penile swelling"", ""source"": ""MTH"", ""score"": 0.8}]"
swellings,swellings,C0038999,MTH,C0038999,Swelling,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1283961"", ""name"": ""lingual swellings"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C4245519"", ""name"": ""lateral lingual swellings"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C1852462"", ""name"": ""Lateral palatal swellings"", ""source"": ""OMIM"", ""score"": 0.8}]"
swollen,swollen,C4282165,MTH,C4282165,Swollen Lymph Node,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0000731"", ""name"": ""Swollen abdomen (finding)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0238882"", ""name"": ""Swollen calf"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0240577"", ""name"": ""Swollen nose"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
symptom,symptom,C1457887,MTH,C1457887,Symptoms,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0426576"", ""name"": ""Gastrointestinal symptom"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C3854129"", ""name"": ""Symptom:Find:Pt:^Patient:Nom"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0236075"", ""name"": ""Menopausal symptom"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
symptoms of a heart attack,symptoms of a heart attack,UNKNOWN:SYMPTOMS,UNKNOWN,,symptoms of a heart attack,0.0,Medical Concept,fallback,[]
symptoms of an underlying disorder,symptoms of an underlying disorder,UNKNOWN:SYMPTOMS,UNKNOWN,,symptoms of an underlying disorder,0.0,Disease or Syndrome,fallback,[]
symptoms of sciatica,symptoms of sciatica,UNKNOWN:SYMPTOMS,UNKNOWN,,symptoms of sciatica,0.0,Medical Concept,fallback,[]
symptoms that prevent you from enjoying sex,symptoms that prevent you from enjoying sex,UNKNOWN:SYMPTOMS,UNKNOWN,,symptoms that prevent you from enjoying sex,0.0,Medical Concept,fallback,[]
synthetic,synthetic,C0002845,MTH,C0002845,"Androgens, Synthetic",0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0033568"", ""name"": ""Prostaglandins, Synthetic"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0039115"", ""name"": ""Antigens, Synthetic"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0259849"", ""name"": ""Synthetic Drugs"", ""source"": ""MSH"", ""score"": 0.8}]"
synthetic materials in disposable diapers,synthetic materials in disposable diapers,UNKNOWN:SYNTHETI,UNKNOWN,,synthetic materials in disposable diapers,0.0,Medical Concept,fallback,[]
syringe,syringe,C1706071,MTH,C1706071,Syringe Dosing Unit,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4319671"", ""name"": ""Syringe (unit of presentation)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0039142"", ""name"": ""Syringes"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0183786"", ""name"": ""Ear syringe"", ""source"": ""MTH"", ""score"": 0.8}]"
take,take,C1515187,SNOMEDCT_US,C1515187,Take,1.0,Pharmacologic Substance,umls_api,"[{""umls_id"": ""C3819139"", ""name"": ""Take Action"", ""source"": ""RXNORM"", ""score"": 0.8}, {""umls_id"": ""C1010116"", ""name"": ""Aciculosporium take"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C2937301"", ""name"": ""take a shower"", ""source"": ""CHV"", ""score"": 0.8}]"
tapeworm,tapeworm,C0322196,MTH,C0322196,Dwarf tapeworm,0.8,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C0322197"", ""name"": ""Rat tapeworm"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1022275"", ""name"": ""Asian tapeworm"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0007894"", ""name"": ""Cestode Infections"", ""source"": ""MTH"", ""score"": 0.5}]"
teammates,teammates,UNKNOWN:TEAMMATE,UNKNOWN,,teammates,0.0,Medical Concept,fallback,[]
technician,technician,C1556020,MTH,C1556020,Technician,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0260119"", ""name"": ""Pharmacy technician"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0206212"", ""name"": ""Veterinary technician"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0334730"", ""name"": ""Physics technician"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
techniques,techniques,C0449851,MTH,C0449851,Techniques,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0079595"", ""name"": ""Imaging Techniques"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0035029"", ""name"": ""Relaxation Techniques"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0010818"", ""name"": ""Cytological Techniques"", ""source"": ""MTH"", ""score"": 0.8}]"
teenagers,teenagers,C3843450,LNC,C3843450,The areola and the nipple make up a mound that sticks up above the shape of the breast. (note: this stage may not happen at all for some teenagers. Some teenagers develop from stage 3 to stage 5 with no stage 4.).,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0205653"", ""name"": ""Adolescent (age group)"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C1521910"", ""name"": ""Teens"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0001578"", ""name"": ""Adolescence"", ""source"": ""MTH"", ""score"": 0.5}]"
teens,teens,C1521910,MTH,C1521910,Teens,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C3550128"", ""name"": ""Myopia (onset in teens)"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C3806854"", ""name"": ""Night blindness (onset in teens)"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C0205653"", ""name"": ""Adolescent (age group)"", ""source"": ""MTH"", ""score"": 0.5}]"
teeth,teeth,C4071855,MTH,C4071855,Head>Teeth,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0016873"", ""name"": ""Fused Teeth"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0027443"", ""name"": ""Natal Teeth"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1148457"", ""name"": ""teeth and gum"", ""source"": ""CHV"", ""score"": 0.8}]"
temporomandibular joints,temporomandibular joints,C0039493,MTH,C0039493,Temporomandibular Joint,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4478885"", ""name"": ""Compressed temporomandibular joints"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C4228915"", ""name"": ""Absent temporomandibular joints"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C4721324"", ""name"": ""Capsulitis of bilateral temporomandibular joints"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
testicles,testicles,C0426324,SNOMEDCT_US,C0426324,Testicles in scrotum,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C5770145"", ""name"": ""Positioning of testicles"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0039597"", ""name"": ""Testis"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0010417"", ""name"": ""Cryptorchidism"", ""source"": ""MTH"", ""score"": 0.5}]"
testing polyps,testing polyps,UNKNOWN:TESTING ,UNKNOWN,,testing polyps,0.0,Medical Concept,fallback,[]
testosterone,testosterone,C0039601,MTH,C0039601,testosterone,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C4721537"", ""name"": ""Therapeutic Testosterone"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0076181"", ""name"": ""testosterone cypionate"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0076189"", ""name"": ""testosterone enanthate"", ""source"": ""RXNORM"", ""score"": 0.8}]"
tests,tests,C0392366,MTH,C0392366,Tests (qualifier value),0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0683443"", ""name"": ""tests and testing"", ""source"": ""CHV"", ""score"": 0.8}, {""umls_id"": ""C0042793"", ""name"": ""Vision Tests"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0018941"", ""name"": ""Hematologic Tests"", ""source"": ""MTH"", ""score"": 0.8}]"
tetanus,tetanus,C0039614,MTH,C0039614,Tetanus,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0305062"", ""name"": ""tetanus toxoid vaccine, inactivated"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C4048265"", ""name"": ""tetanus immune globulin"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0343312"", ""name"": ""Tetanus neonatorum"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
the alveoli are kept open by,the alveoli are kept open by,UNKNOWN:THE ALVE,UNKNOWN,,the alveoli are kept open by,0.0,Medical Concept,fallback,[]
the bereaved person,the bereaved person,UNKNOWN:THE BERE,UNKNOWN,,the bereaved person,0.0,Medical Concept,fallback,[]
the body's immune response,the body's immune response,UNKNOWN:THE BODY,UNKNOWN,,the body's immune response,0.0,Medical Concept,fallback,[]
the bone marrow,the bone marrow,C0005953,MTH,C0005953,Bone Marrow,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0005961"", ""name"": ""Bone Marrow Transplantation"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0005954"", ""name"": ""Bone marrow biopsy"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0005956"", ""name"": ""Bone Marrow Diseases"", ""source"": ""MTH"", ""score"": 0.5}]"
the brain,the brain,C0006104,MTH,C0006104,Brain,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4266577"", ""name"": ""Head>Brain"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0006107"", ""name"": ""Brain Concussion"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0270611"", ""name"": ""Brain Injuries"", ""source"": ""MTH"", ""score"": 0.5}]"
the breasts a little larger and tender,the breasts a little larger and tender,UNKNOWN:THE BREA,UNKNOWN,,the breasts a little larger and tender,0.0,Medical Concept,fallback,[]
the cyst,the cyst,C0010709,MTH,C0010709,Cyst,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1550626"", ""name"": ""SpecimenType - Cyst"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0031925"", ""name"": ""Pilonidal Cyst"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0014511"", ""name"": ""Epithelial cyst"", ""source"": ""MTH"", ""score"": 0.5}]"
the disorder,the disorder,C0012634,MTH,C0012634,Disease,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0005586"", ""name"": ""Bipolar Disorder"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0349231"", ""name"": ""Phobic anxiety disorder"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0036337"", ""name"": ""Schizoaffective Disorder"", ""source"": ""MTH"", ""score"": 0.5}]"
the eyelid,the eyelid,C0015426,MTH,C0015426,Eyelid structure,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0155210"", ""name"": ""Eyelid Xanthoma"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0015423"", ""name"": ""Eyelid Diseases"", ""source"": ""MSH"", ""score"": 0.5}, {""umls_id"": ""C0521573"", ""name"": ""Cleft eyelid"", ""source"": ""MSH"", ""score"": 0.5}]"
the general public,the general public,C1830672,LNC,C1830672,Interacts appropriately with the general public,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C2907762"", ""name"": ""Building and adjacent grounds used by the general public or by a particular group of the public"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C1830671"", ""name"": ""Interacts appropriately with the general public:Find:Pt:^Patient:Ord:RFC assessment"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C0683971"", ""name"": ""General Population"", ""source"": ""NCI"", ""score"": 0.5}]"
the inability to write words on a page,the inability to write words on a page,UNKNOWN:THE INAB,UNKNOWN,,the inability to write words on a page,0.0,Medical Concept,fallback,[]
the muscles in the vagina,the muscles in the vagina,C0425882,SNOMEDCT_US,C0425882,Spasm of pelvic muscles around vagina,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0425881"", ""name"": ""Pelvic muscle tone around vagina"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0738254"", ""name"": ""Internal circular muscle layer of vagina"", ""source"": ""FMA"", ""score"": 0.5}, {""umls_id"": ""C0738253"", ""name"": ""External longitudinal muscle layer of vagina"", ""source"": ""FMA"", ""score"": 0.5}]"
the problem,the problem,C0033213,MTH,C0033213,Problem,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C3854081"", ""name"": ""Problem:Find:Pt:^Patient:Nom"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C5886745"", ""name"": ""Problem Behavior"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0260662"", ""name"": ""Hearing problem"", ""source"": ""MTH"", ""score"": 0.5}]"
the sexual response cycle,the sexual response cycle,UNKNOWN:THE SEXU,UNKNOWN,,the sexual response cycle,0.0,Medical Concept,fallback,[]
the small amount of iron that is normally lost from the body,the small amount of iron that is normally lost from the body,UNKNOWN:THE SMAL,UNKNOWN,,the small amount of iron that is normally lost from the body,0.0,Medical Concept,fallback,[]
